FPR,TPR,Thresholds
0.0,0.4308861206820391,0.9999496
0.0,0.4312748476013782,0.99994946
0.0,0.43159289689901936,0.99994934
0.0,0.43208764025090557,0.9999492
0.0,0.43275907765703686,0.9999491
0.0,0.433041788143829,0.999949
0.0,0.43413729128014844,0.99994874
0.0,0.43615160349854226,0.9999486
0.0,0.43652266101245696,0.9999485
0.0,0.43691138793179607,0.9999484
0.0,0.4375651559325029,0.99994826
0.0,0.43793621344641753,0.99994814
0.0,0.4395441293400477,0.999948
0.0,0.4403039137733015,0.9999479
0.0,0.4407456489089142,0.9999478
0.0,0.44111670642282885,0.99994767
0.0,0.44154077215301707,0.99994755
0.0,0.4418588214506582,0.9999474
0.0,0.4440144889124481,0.9999473
0.0,0.4447566039402774,0.9999472
0.0,0.44537503313013516,0.9999471
0.0,0.44569308242777633,0.99994695
0.0,0.44627617280678505,0.99994683
0.0,0.4470536266454634,0.9999467
0.0,0.447424684159378,0.9999466
0.0,0.4478134110787172,0.9999465
0.0,0.4481314603763583,0.99994636
0.0,0.4485908649173955,0.99994624
0.0,0.44883823659333866,0.9999461
0.0,0.449757045675413,0.9999459
0.0,0.4502871278381482,0.99994576
0.0,0.4515946638395618,0.99994564
0.0,0.45196572135347646,0.9999455
0.0,0.4661012456930824,0.9999454
0.0,0.46686103012633623,0.9999453
0.0,0.46728509585652445,0.99994516
0.0,0.46786818623553317,0.99994504
0.0,0.4680978885060518,0.9999449
0.0,0.46876932591218307,0.9999448
0.0,0.4764025090555703,0.9999447
0.0,0.4769679300291545,0.99994457
0.0,0.47732131813764467,0.99994445
0.0,0.478098771976323,0.9999443
0.0,0.4799717289513208,0.9999442
0.0,0.48032511705981096,0.9999441
0.0,0.48062549695202755,0.999944
0.0,0.4812262567364608,0.99994385
0.0,0.4815973142503755,0.99994373
0.0,0.4821450658185352,0.9999436
0.0,0.48248078452160087,0.9999435
0.0,0.48286951144094004,0.9999434
0.0,0.4831168831168831,0.99994326
0.0,0.48343493241452423,0.99994314
0.0,0.48392967576641044,0.999943
0.0,0.4842300556586271,0.9999429
0.0,0.48479547663221134,0.9999428
0.0,0.4858026327414082,0.99994266
0.0,0.4866507642017846,0.99994254
0.0,0.48725152398621785,0.9999423
0.0,0.48767558971640607,0.9999422
0.0,0.4879052919869246,0.99994206
0.0,0.4883116883116883,0.99994195
0.0,0.4886650764201785,0.9999418
0.0,0.48905380333951765,0.9999417
0.0,0.48937185263715877,0.9999416
0.0,0.48954854669140385,0.99994147
0.0,0.489831257178196,0.99994135
0.0,0.4903790087463557,0.99994123
0.0,0.49071472744942135,0.9999411
0.0,0.49103277674706247,0.999941
0.0,0.49147451188267516,0.9999409
0.0,0.4917925611803163,0.99994075
0.0,0.49219895750507997,0.99994063
0.0,0.49276437847866417,0.9999405
0.0,0.4931000971817298,0.9999404
0.0,0.4935418323173425,0.9999403
1.7726724810324044e-05,0.4938598816149837,0.99994016
